Name,City,Rating,Price,Reviews,Location,Cleanliness,Communication,Value for Money,Accuracy,Check-in,Guests,TV,Wifi,Free street parking,Privet parking,Refrigerator,Air conditioning,Kitchen,Pets allowd,Dedicated workspace,Security cameras
145 Mulberry-Spacious Alcove Studio,Manhattan,4.91,16981,11,4.8,5.0,4.8,4.5,5.0,5.0,2.0,0,1,0,0,0,0,1,1,0,0
Top Location In Lower Manhattan. Entire Apartment,Manhattan,4.88,33962,25,4.9,4.9,5.0,4.8,5.0,4.9,2.0,0,1,0,0,0,0,1,1,0,0
Narnia of the West Village,Manhattan,4.84,48113,19,5.0,5.0,4.9,4.8,4.7,4.8,3.0,0,1,0,1,0,0,1,1,1,0
Bowery modern loft,Manhattan,4.69,92047,36,5.0,4.6,4.9,4.6,4.7,4.8,6.0,1,1,0,0,0,0,1,0,0,0
THE BEST WEST VILLAGE APARTMENT IN THE BEST SPOT,Manhattan,4.51,30837,35,5.0,4.5,4.4,4.3,4.5,4.4,3.0,1,1,0,0,0,1,1,0,1,0
Short walk to NYU quiet sunny in East Village NYC,Manhattan,5.0,9056,4,5.0,5.0,4.8,5.0,5.0,5.0,2.0,0,1,0,0,0,0,1,0,1,0
"Quiet, quaint studio in center of East Village",Manhattan,4.0,20480,6,4.8,4.0,4.2,4.2,4.2,4.2,2.0,0,1,0,0,0,0,1,0,0,0
"Cozy, Corner 1BR in the Heart of the Village",Manhattan,5.0,30875,12,5.0,5.0,5.0,4.8,5.0,5.0,2.0,0,1,1,0,0,0,1,0,1,0
"Spacious studio in the West Village, NYC",Manhattan,4.82,22641,36,5.0,4.9,4.9,4.7,4.8,4.8,2.0,0,1,0,0,0,0,1,0,0,0
"ELEVATOR, BEAUTIFUL APARTMENT UNION SQ LOCATION",Manhattan,4.73,23156,17,5.0,4.7,4.9,4.5,4.9,4.7,2.0,1,1,0,0,0,0,1,1,1,0
Charming East Village Apartment,Manhattan,4.78,22641,93,5.0,4.8,4.7,4.8,4.7,4.6,2.0,0,1,0,0,0,0,1,0,1,0
SQUARE Village Suite/free street parking +wifi,Manhattan,4.72,15691,133,4.9,4.9,4.9,4.7,4.8,4.9,3.0,0,1,1,0,0,0,1,0,0,0
Designer GreenwichVillage 1BA Doorman Wash Sq Park,Manhattan,5.0,71938,3,5.0,5.0,5.0,4.7,5.0,5.0,2.0,1,1,0,0,0,0,1,0,0,0
145 Mulberry-Newly Renovated Apartment,Manhattan,4.43,17496,7,5.0,4.9,4.4,4.6,4.9,4.7,3.0,0,1,0,0,0,0,1,1,0,0
Perfectly Designed Cozy Parkside Studio -Queen Bed,Manhattan,4.97,21544,60,5.0,5.0,5.0,5.0,5.0,5.0,2.0,0,1,1,0,0,0,1,0,1,0
2 Bedroom with Private terrace and Central Park,Manhattan,4.94,46744,32,5.0,4.9,5.0,4.8,4.8,4.9,4.0,0,1,0,0,0,0,1,0,1,0
"Midtown Times Square bright room, private bath",Manhattan,4.72,7794,166,4.9,4.7,4.9,4.7,4.8,4.9,1.0,1,1,0,0,0,1,1,0,0,0
Designer Upper East side apartment Two entrances.,Manhattan,4.99,20583,74,4.9,5.0,5.0,4.9,4.9,4.9,2.0,0,1,0,0,0,0,1,0,1,0
Cozy Flat in the Heart of the Upper West Side,Manhattan,4.5,8748,169,4.9,4.4,4.7,4.3,4.5,4.7,1.0,0,1,0,0,0,1,1,0,0,0
Large 1-bedroom near Times Square,Manhattan,4.76,13997,29,5.0,4.7,4.9,4.8,4.9,5.0,2.0,0,1,1,0,0,0,1,1,1,0
Upper Westside Charmer,Manhattan,4.94,16981,54,5.0,4.9,5.0,4.8,4.9,4.9,3.0,1,1,0,0,0,1,1,0,0,0
Spacious Modern Alcove Studio 4,Manhattan,4.8,16641,15,4.9,4.7,4.9,4.9,4.9,5.0,4.0,0,1,0,0,0,1,1,0,0,0
Bright Madison Ave Gem,Manhattan,5.0,34614,11,4.9,5.0,4.9,4.8,4.7,5.0,2.0,0,0,1,0,0,0,1,0,1,0
Private Furnished Studio Apartment,Manhattan,4.26,13989,36,4.7,4.3,4.3,4.3,4.8,4.3,4.0,0,1,1,0,0,0,1,0,0,0
UPPER WEST SIDE GEM ON PARK BLOCK,Manhattan,4.6,15437,15,5.0,4.7,4.7,4.5,4.6,4.7,3.0,0,1,1,0,0,0,1,1,0,0
Quiet and Safe 7,Manhattan,5.0,13276,9,5.0,4.9,5.0,4.8,5.0,5.0,2.0,0,1,1,0,0,1,1,0,0,0
TOP OF THE PARK Apt Newly Renovated - CENTRAL PARK,Manhattan,4.95,27787,20,4.8,5.0,4.9,4.8,5.0,4.8,4.0,0,1,0,0,0,0,1,0,1,0
"Large 1 bdrm apt, 1 block to central pk 30 DAY MIN",Manhattan,5.0,16466,4,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1,1,0,0,0,0,1,1,1,0
Cozy private room Near Central Park,Manhattan,4.92,13276,73,4.8,4.9,4.9,4.8,4.9,5.0,2.0,0,1,0,1,0,0,1,0,1,0
Beautiful loft like apt! West 74 off central park!,Manhattan,4.6,14923,5,5.0,5.0,5.0,4.4,4.8,4.8,3.0,1,1,0,0,0,1,1,0,1,0
Upper East Cozy studio close to NYC Hospitals,Manhattan,4.82,12141,22,5.0,4.7,5.0,4.4,4.7,4.9,2.0,0,1,1,0,0,0,1,1,1,0
"Iconic Home with Dramatic view, next to the Emp St",Manhattan,5.0,32933,5,5.0,5.0,5.0,4.8,5.0,5.0,2.0,0,1,0,0,0,0,1,0,0,0
UES Beautiful Blue Room,Manhattan,4.88,7719,243,4.8,5.0,5.0,4.8,4.8,5.0,1.0,1,1,1,0,0,0,1,0,0,0
Beautiful Entire 2 BR Apt. In Most Convenient Spot,Manhattan,4.9,30875,21,4.9,4.9,4.9,4.8,4.8,4.9,2.0,1,1,1,0,0,0,1,0,1,0
"Clean, quiet, safe room by Central Park",Manhattan,4.78,7410,63,4.9,4.8,5.0,4.8,4.8,5.0,1.0,0,1,0,0,0,0,1,0,1,0
Spacious charming upper east side apartment,Manhattan,4.91,19039,98,5.0,4.9,5.0,4.8,4.9,5.0,4.0,0,0,1,0,0,0,1,0,1,0
Large 1 Bedroom Apt in Charming UWS Townhouse,Manhattan,4.67,12144,3,5.0,4.3,5.0,5.0,5.0,5.0,2.0,1,1,0,0,0,0,1,1,0,0
Fully Furnished 1BR/1BA UES E82nd bt Park + Lex,Manhattan,5.0,14408,5,5.0,4.4,5.0,4.8,5.0,5.0,2.0,0,1,0,0,0,0,1,0,1,0
Cozy & Spacious 1 Bedroom Apt on Upper West Side,Manhattan,5.0,15952,4,5.0,5.0,5.0,5.0,4.8,5.0,2.0,1,1,0,0,0,0,1,1,1,0
1 Min walk to Central park and 1 min to 2/3 subway,Manhattan,4.83,6484,6,4.5,4.0,5.0,4.8,4.8,4.7,2.0,0,1,0,1,0,0,1,0,1,0
Sunny Open View 1BR I Elevator bld I Central Park,Manhattan,5.0,18696,5,4.8,4.8,5.0,4.8,4.8,4.8,3.0,0,1,0,0,0,0,1,0,1,0
Large Private Midtown Room!,Manhattan,4.88,12864,177,4.9,4.9,5.0,4.8,4.9,5.0,2.0,0,1,0,0,0,1,0,0,1,0
5-Stars Ultra Luxiury Clean Apt Near Time Square,Manhattan,4.91,41063,44,5.0,4.9,5.0,4.9,4.9,4.9,2.0,1,1,1,0,0,0,1,0,1,0
Exquisite Furnished 1-BR Studio,Manhattan,4.56,10703,9,4.6,5.0,4.9,4.4,4.6,4.9,2.0,0,1,1,0,0,1,1,0,0,0
Furnished studioB UES (30 days MIN),Manhattan,4.9,25832,29,5.0,4.7,5.0,4.5,4.7,4.9,3.0,0,1,1,0,0,0,1,1,1,0
2 Min walk to Central park and 1 min to 2/3 subway,Manhattan,5.0,6343,5,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0,1,0,1,0,0,1,0,1,0
Cozy & Modern Studio | Central Park,Manhattan,4.48,10600,22,4.9,4.5,4.7,4.1,4.5,4.9,2.0,0,1,1,0,0,1,1,0,0,0
Amazing loft! W76th & Central Park! Very spacious,Manhattan,5.0,13894,4,5.0,4.8,5.0,5.0,5.0,5.0,3.0,1,1,0,0,0,1,1,0,1,0
Amazing UES Steps to Central Park,Manhattan,4.63,26243,93,4.9,4.6,4.7,4.6,4.8,4.7,2.0,0,1,0,0,0,0,1,0,0,0
Home away from Home 2,Manhattan,4.86,9159,23,4.9,4.8,5.0,4.9,5.0,5.0,3.0,0,1,1,0,0,0,1,0,1,0
Upper East Side Jewel,Manhattan,4.67,11835,8,4.8,4.8,5.0,4.8,4.8,4.7,2.0,0,1,1,0,0,0,1,0,1,0
165 East 89-Studio Apartment in Upper East side,Manhattan,4.83,12350,6,5.0,4.8,4.7,5.0,4.8,4.7,3.0,1,1,0,0,0,0,1,1,0,0
Central Park Apartment Furnished Studio Rental 9,Manhattan,4.6,8748,5,4.8,4.6,5.0,5.0,4.6,5.0,2.0,1,1,1,0,0,0,1,0,1,0
UES renovated Studio,Manhattan,4.0,15334,6,4.8,4.2,5.0,3.7,4.3,4.2,3.0,1,1,0,0,0,0,1,0,0,0
Upper West Side Townhouse One Bed Apt With Terrace,Manhattan,5.0,14408,4,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1,1,0,0,0,0,1,1,1,0
Delightful Upper East Side 2 Bedroom Apartment,Manhattan,5.0,19554,3,5.0,4.7,5.0,4.7,5.0,5.0,4.0,1,1,0,0,0,0,1,1,1,0
Spacious 1bd with sauna near Central Park (w/ cat),Manhattan,4.94,14305,16,4.9,4.7,4.9,4.8,4.9,4.9,2.0,0,0,1,0,0,0,1,0,1,0
Master Bedroom in Quiet Midtown Unit,Manhattan,4.95,13379,37,5.0,4.9,5.0,4.9,5.0,5.0,2.0,0,1,0,0,0,1,0,0,1,0
One bedroom apartment near Central Park,Manhattan,4.82,17770,165,4.8,4.9,5.0,4.8,4.9,4.9,3.0,0,1,1,0,0,0,1,1,1,0
Private room/ King bed/ half bath/quite space.,Manhattan,4.96,11581,54,4.9,4.9,5.0,4.9,5.0,4.9,2.0,1,1,1,0,0,0,1,0,0,0
J. W. Marriott - Essex House,Manhattan,4.88,29125,16,5.0,4.4,4.8,4.6,4.8,4.8,4.0,0,1,1,0,0,0,1,0,1,0
📍The Place to be📍Beautiful Studio in Heart of NYC!,Manhattan,4.53,17187,102,4.2,4.8,4.8,4.4,4.7,4.9,2.0,0,1,1,0,0,0,1,1,1,0
Gorgeous  Renovated 1BR - close to Central Park,Manhattan,4.71,13585,146,4.8,4.6,4.8,4.7,4.7,4.7,6.0,0,1,0,0,0,0,1,1,1,0
Quiet Oasis Near Central Park,Manhattan,5.0,39725,42,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1,1,0,0,0,0,1,1,0,0
"Bright, lovely 1 bdrm near Central Park & metro.",Manhattan,4.79,25729,29,4.9,4.5,4.9,4.6,4.7,4.8,2.0,0,1,1,0,0,0,1,0,0,0
PRIVATE Studio Apt UWS-Great for Remote Working,Manhattan,4.36,10292,155,4.5,4.6,4.8,4.5,4.6,4.7,2.0,1,1,1,0,0,0,1,0,0,0
Fabulous studio UES 30 days min,Manhattan,4.8,12207,20,5.0,4.8,5.0,4.1,4.8,4.7,3.0,0,1,1,0,0,0,1,1,1,0
Lovely 1bedroom apartment,Manhattan,5.0,9365,4,4.8,4.5,5.0,5.0,5.0,4.8,3.0,1,0,0,0,0,0,1,0,1,0
*Special Holiday Disc*CentralPark ModernApt w/Yard,Manhattan,4.89,20127,132,4.8,4.9,5.0,4.9,4.9,4.9,4.0,0,1,1,0,0,0,1,0,0,0
"Cheerful, Comfortable & Convenient",Manhattan,4.97,20480,117,5.0,4.9,5.0,4.9,5.0,5.0,6.0,0,1,1,0,0,0,1,1,0,0
Upscale Upper East Side One Bedroom Apartment,Manhattan,4.87,25729,63,5.0,5.0,5.0,4.8,4.9,5.0,4.0,0,0,0,1,0,0,1,0,1,0
"A Hop, Skip & Jump from Herald & Times Square!!",Manhattan,4.75,18010,73,4.9,4.6,5.0,4.8,4.9,4.9,2.0,1,1,0,0,0,0,1,0,0,0
165 East 89-Studio,Manhattan,4.9,12350,10,5.0,4.8,4.6,4.8,5.0,5.0,3.0,0,1,0,0,0,0,1,1,0,0
Luxury& Oversized 1 bedroom in Manhattan,Manhattan,5.0,29742,3,5.0,4.7,5.0,4.3,4.7,4.7,2.0,1,1,0,0,0,0,1,0,0,0
433 West 53-Studio located in Midtown West,Manhattan,5.0,12864,4,5.0,4.8,4.0,4.5,4.5,5.0,2.0,1,1,0,0,0,0,1,1,0,0
"""Crow's Nest"" Private Bed/Bath UES!",Manhattan,4.83,9674,40,5.0,4.8,5.0,4.7,4.8,5.0,1.0,1,1,0,0,0,0,1,0,0,0
Peaceful Bohemian Studio,Manhattan,4.57,10292,43,4.4,4.7,4.8,4.5,4.7,4.6,2.0,0,1,1,0,0,1,1,0,0,0
Fabulous Apartment with Soaking Tub,Manhattan,4.88,12864,8,4.9,4.8,5.0,4.8,4.9,5.0,2.0,1,1,1,0,0,1,1,0,0,0
2000 sqf  Duplex in Townhouse,Manhattan,4.78,51458,195,4.9,4.6,4.9,4.7,4.8,4.9,7.0,0,0,1,0,0,0,1,0,1,0
433 West 53-Studio in Midtown West,Manhattan,4.75,12864,4,4.5,4.5,4.2,4.5,4.8,5.0,2.0,1,1,0,0,0,0,1,1,0,0
Newly Renovated Modern 1-Bed Studio,Manhattan,4.67,10703,6,4.7,4.7,5.0,4.5,4.7,5.0,2.0,0,1,1,0,0,1,1,0,0,0
Luxury apartment with stunning city views,Manhattan,5.0,39005,4,5.0,5.0,5.0,5.0,5.0,5.0,3.0,0,0,0,0,0,0,1,0,0,0
Stay in the heart of the East side!,Manhattan,4.89,13894,102,4.9,5.0,5.0,4.7,4.9,4.9,2.0,0,0,1,0,0,0,1,0,1,0
STYLISH 2 BEDROOM APT RIGHT ON CENTRAL PARK WEST,Manhattan,4.75,18830,16,4.8,4.5,4.8,4.4,5.0,4.9,4.0,0,1,1,0,0,0,1,0,1,0
Upper East Side Cozy Room!!!,Manhattan,4.93,8233,158,4.9,5.0,5.0,4.9,5.0,5.0,2.0,0,1,0,0,1,0,0,0,0,0
A neat bedroom in a cozy 3-bedroom apartment,Manhattan,4.95,9921,194,4.9,4.9,5.0,4.9,5.0,4.9,2.0,0,1,0,0,0,0,1,0,1,0
Essex House - 2911,Manhattan,5.0,37770,7,5.0,4.9,5.0,5.0,5.0,5.0,4.0,0,1,1,0,0,0,1,0,1,0
"Modern KING apt Washer Dryer, and Yard",Manhattan,5.0,16981,15,5.0,4.7,4.9,4.6,5.0,5.0,2.0,1,1,0,0,0,0,1,0,1,0
"Private Bedroom/Bathroom, Elevator Apartment",Manhattan,4.74,8748,72,4.4,4.8,4.9,4.7,4.8,4.9,2.0,0,1,1,0,0,0,1,0,0,0
Adorable one bedroom next to Central Park,Manhattan,4.36,15437,11,4.7,4.5,4.7,4.5,4.7,4.7,3.0,1,1,0,0,0,1,0,0,0,0
Gorgeous- 2 Bedroom Apartment,Manhattan,5.0,15334,6,5.0,5.0,4.8,4.8,5.0,5.0,3.0,1,1,1,0,0,1,1,0,0,0
Cozy Manhattan Studio,Manhattan,4.6,17832,16,5.0,4.1,4.9,4.5,4.6,4.9,2.0,0,1,1,0,0,1,1,0,0,0
"Stylish 1BR in Upper West Side, Pet-Friendly",Manhattan,4.62,28055,13,5.0,4.9,4.8,4.5,4.7,4.9,2.0,1,1,0,0,0,0,1,0,1,0
"Cozy Studio with separated sleeping area, AC, WiFi",Manhattan,5.0,13894,10,5.0,4.9,5.0,5.0,4.9,5.0,2.0,1,1,0,0,0,0,1,0,1,0
CUTE STUDIO ON UPPER EAST SIDE @ CENTRAL PARK,Manhattan,4.76,17372,29,5.0,4.8,4.9,4.6,4.8,4.8,2.0,1,1,1,0,0,0,1,0,1,0
Lovely private studio at prime location.,Manhattan,4.64,13979,25,4.9,4.8,5.0,4.3,4.9,5.0,2.0,0,1,0,1,0,0,1,0,1,0
433 West 53-Furnished Cozy Apartment,Manhattan,5.0,12864,4,4.8,4.8,5.0,4.8,4.8,5.0,2.0,1,1,0,0,0,0,1,1,0,0
1 Bedroom with Washer and Dyer in Unit,Manhattan,4.67,12864,3,5.0,4.7,4.7,4.7,5.0,5.0,2.0,1,1,0,0,0,0,1,0,0,0
Central & Cozy Upper East Side Studio,Manhattan,3.67,12350,3,4.7,2.7,3.0,3.0,4.3,4.3,2.0,1,1,0,0,0,0,1,1,1,0
Beautiful Studio w/ Balcony next to Central Park,Manhattan,4.75,24219,8,5.0,5.0,4.9,4.5,4.8,4.8,4.0,0,1,0,0,0,0,1,1,0,0
Private Room in Midtown Manhattan,Manhattan,4.77,9159,75,4.8,4.5,4.9,4.8,4.5,4.9,2.0,1,1,0,0,0,0,1,0,0,0
Prime Central Park West Pied à Terre,Manhattan,4.93,20789,167,5.0,4.9,5.0,4.9,5.0,4.9,3.0,1,1,1,0,0,1,1,0,0,0
165 East 89-Studio in Upper East side,Manhattan,5.0,12350,4,5.0,5.0,5.0,4.8,4.8,5.0,2.0,1,1,0,0,0,0,1,1,0,0
Beautiful 1-bedroom in Lincoln Sqr- gorgeous view,Manhattan,5.0,65951,9,5.0,5.0,5.0,5.0,5.0,4.9,4.0,0,1,0,0,0,0,1,0,1,0
"Luxurious, Fully Furnished One Bedroom Apartment!!",Manhattan,5.0,25626,4,5.0,5.0,5.0,4.8,5.0,5.0,2.0,0,1,0,0,0,0,1,0,1,0
165 East 89-Spacious Studio in Upper East Side,Manhattan,4.67,12350,6,4.8,4.7,4.8,4.2,4.8,4.8,3.0,1,1,0,0,0,0,1,1,0,0
Sophisticated 4-bedroom Upper East home w Peloton,Manhattan,5.0,51458,4,5.0,4.8,5.0,4.2,5.0,5.0,7.0,1,1,0,0,0,0,1,1,1,0
Spacious 1 Bedroom Apt in Upper West Side Townhome,Manhattan,5.0,16981,5,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1,1,0,0,0,0,1,1,1,0
Stylish Comfort 1-BR Upper East,Manhattan,5.0,12659,3,5.0,5.0,5.0,5.0,5.0,5.0,2.0,0,1,1,0,0,1,1,0,0,0
NEW Lofty 1bedroom UpperEast Side,Manhattan,4.85,24185,65,5.0,4.9,4.8,4.8,5.0,4.9,2.0,1,1,0,0,0,0,1,0,0,0
Upper East Museum Roads,Manhattan,3.8,12864,10,4.6,3.9,4.2,4.1,4.0,4.3,2.0,0,1,1,0,0,0,1,0,0,0
"*Cozy apt Manhattan,Near Central Park !*",Manhattan,4.86,8748,105,4.9,4.9,4.9,4.8,4.9,4.9,2.0,0,1,0,0,0,0,1,0,0,0
Study zone near Columbia •,Manhattan,4.99,29742,74,4.9,5.0,5.0,4.9,5.0,5.0,2.0,0,0,0,0,0,0,1,0,1,0
Comfortable stay in Upper West Side with Studio,Manhattan,5.0,61749,3,5.0,4.7,5.0,5.0,5.0,5.0,1.0,0,1,0,0,0,0,1,1,1,0
Midtown East Gem with PRIVATE Terrace,Manhattan,4.73,13894,11,4.8,4.6,5.0,4.5,4.7,5.0,3.0,1,1,0,0,0,1,1,0,0,0
"Cheerful brite one bedroom, walk to Columbia U",Manhattan,4.83,15437,6,4.8,4.8,5.0,4.7,4.7,5.0,3.0,0,1,0,0,0,1,0,0,0,0
Monthly Apartment Rental,Manhattan,4.9,13379,122,4.7,5.0,5.0,4.8,5.0,5.0,2.0,0,1,1,0,0,0,1,0,1,0
Modern & Renovated | Great Location,Manhattan,5.0,12659,8,4.9,4.7,5.0,4.6,4.9,5.0,2.0,0,1,1,0,0,1,1,0,0,0
QUIET OASIS IN THE MIDDLE OF MANHATTAN NYC,Manhattan,4.5,21046,22,4.8,4.6,4.7,4.1,4.5,4.9,2.0,1,1,1,0,0,0,1,0,1,0
Modern 1-Bed Near Central Park,Manhattan,4.9,12350,10,5.0,4.9,5.0,4.6,5.0,5.0,2.0,0,1,1,0,0,1,1,0,0,0
Stunning Apt Museum of Natural History,Manhattan,4.77,16364,13,4.9,4.7,4.8,4.5,4.8,4.8,2.0,1,1,1,0,0,0,1,0,1,0
Charming Spacious 1 bedroom apt,Manhattan,4.83,41166,6,4.8,4.7,5.0,4.8,4.7,5.0,4.0,1,1,0,0,0,0,1,1,1,0
Furnished room for rent - Manhattan,Manhattan,4.49,5146,269,4.3,4.4,4.7,4.5,4.2,4.7,2.0,0,1,0,0,1,1,0,0,0,0
Study zone near Columbia •••,Manhattan,5.0,25214,22,4.9,5.0,5.0,5.0,5.0,5.0,1.0,0,0,0,0,0,0,1,0,1,0
Large lovely bedroom near Central Park two windows,Manhattan,4.5,8511,22,4.6,4.4,4.7,4.4,4.6,4.6,2.0,1,1,1,0,0,0,1,0,1,0
Cosy room with private bathroom-NYC,Manhattan,4.76,15077,186,4.9,4.9,4.8,4.7,4.9,4.8,2.0,0,1,0,0,0,1,0,0,0,0
Modern 1bd Condo in Upper East Side w/ balcony,Manhattan,5.0,59955,18,4.9,5.0,4.9,4.7,5.0,4.6,4.0,1,1,0,0,0,0,1,1,1,0
Private Floor Thru 2 Bed Apartment NYC,Manhattan,5.0,13379,3,4.7,5.0,5.0,4.7,5.0,5.0,2.0,1,1,0,0,0,0,1,0,1,0
15 minutes to Manhattan with Balcony.,Manhattan,4.83,15279,6,4.7,4.8,4.8,5.0,5.0,4.7,3.0,0,1,0,1,0,0,1,1,1,0
DESIGNER STUDIO NEAR CENTRAL PARK UPPER EAST SIDE,Manhattan,4.59,16943,27,5.0,4.6,4.8,4.4,4.7,4.8,2.0,1,1,1,0,0,0,1,0,1,0
Perfection on the Upper East Side,Manhattan,5.0,56572,10,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,0,1,1,1,0
Cozy and small apartment. Perfect for couples.,Manhattan,4.8,18538,105,4.8,4.7,5.0,4.9,4.9,5.0,2.0,0,1,1,0,0,0,1,0,0,0
★ NEW 2 BEDROOM APT NEXT TO CENTRAL PARK WEST★,Manhattan,4.77,16113,13,4.8,4.8,5.0,4.4,4.8,4.9,4.0,0,1,1,0,0,0,1,1,1,0
Cozy Times Square studio flat,Manhattan,5.0,18566,5,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1,1,0,0,0,0,1,0,1,0
The Hunter III,Manhattan,5.0,13688,6,4.8,4.8,5.0,4.7,4.7,5.0,2.0,1,1,0,0,0,1,1,0,1,0
Luxury Furnished 1 BR Apartment  UWS,Manhattan,4.8,19348,15,4.8,5.0,5.0,4.5,4.9,4.9,3.0,0,1,0,1,0,0,1,1,1,0
NYC cozy studio,Manhattan,4.8,16466,44,4.9,4.6,4.8,4.7,4.8,4.9,2.0,1,1,1,0,0,0,1,0,0,0
New! 2-Bed Apt Near Central Park,Manhattan,4.8,14923,10,5.0,4.8,4.8,4.5,4.7,4.9,3.0,1,0,1,0,1,1,1,0,0,0
High Floor apt.near Columbus Circle,Manhattan,4.97,20326,130,5.0,5.0,5.0,4.9,5.0,5.0,2.0,0,1,0,0,0,0,1,0,1,0
240-14  NEW Studio Prime Location W&D in unit,Manhattan,4.67,18731,3,5.0,4.7,4.3,4.0,4.7,5.0,2.0,0,1,1,0,0,0,1,1,1,0
Authentic studio-UES (30 days MIN),Manhattan,4.64,12041,11,5.0,4.2,4.9,4.5,4.7,4.7,3.0,1,1,1,0,0,0,1,1,0,0
Wonderful studio in the UES (30 days MIN),Manhattan,4.75,15437,4,5.0,4.5,5.0,4.5,4.8,4.8,2.0,1,1,1,0,0,0,1,1,0,0
Prewar Penthouse w Private Terrace,Manhattan,4.97,22127,36,5.0,5.0,4.9,4.8,5.0,4.9,2.0,0,1,0,0,0,0,1,0,0,0
Furnished studio in the UES (30 days MIN),Manhattan,4.75,12207,8,5.0,4.2,5.0,4.8,4.6,5.0,3.0,1,1,0,0,0,1,1,1,0,0
Astoria awesome balcony apartment W Parking!!,Manhattan,4.9,14923,80,4.9,4.8,5.0,4.6,4.9,5.0,2.0,1,1,1,0,0,0,1,0,1,0
1BR apartment at the Upper East,Manhattan,4.92,12539,12,5.0,4.8,5.0,4.7,4.5,4.7,3.0,1,0,0,0,1,1,1,0,0,0
Beautiful Modern Midtown Apartment,Manhattan,4.81,25729,89,4.9,4.7,4.9,4.8,4.9,5.0,2.0,0,1,1,0,0,0,1,0,1,0
165 East 89-Studio Upper East Side,Manhattan,4.5,12864,8,5.0,4.5,3.8,4.4,4.8,4.9,2.0,1,1,0,0,0,0,1,0,0,0
Lovely one bedroom apt near Times Square,Manhattan,5.0,31904,9,5.0,5.0,5.0,4.7,4.9,5.0,3.0,0,1,0,0,0,1,1,0,0,0
Turtle Bay's Modern Flat  Elevator & Laundry,Manhattan,5.0,16981,5,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1,1,0,0,0,0,1,0,1,0
433 West 53-Two Bedroom apartment,Manhattan,4.57,19554,7,5.0,4.7,4.3,4.4,4.7,4.7,4.0,1,1,0,0,0,0,1,1,0,0
Brand New Upper East Living,Manhattan,4.92,13688,12,4.8,4.6,5.0,4.3,4.8,4.9,2.0,1,1,1,0,0,0,1,0,1,0
Sunny - Large Two Bedroom Apartment,Manhattan,4.53,22847,222,4.8,4.6,4.8,4.6,4.7,4.7,5.0,0,1,1,0,0,0,1,0,1,0
"Private Bathroom, Room and Entrance on the UWS!",Manhattan,4.9,15708,52,5.0,4.9,5.0,4.9,4.9,5.0,2.0,0,1,0,0,0,1,0,0,0,0
"Luxury 1 Bed Room Home, Mid-Town, 24 hr doorman",Manhattan,5.0,16981,3,4.3,5.0,5.0,4.7,5.0,5.0,2.0,1,1,0,0,0,0,1,0,0,0
"UWS - Entire 1 bedroom unit - clean, nice view!",Manhattan,5.0,54909,6,5.0,5.0,5.0,5.0,5.0,5.0,3.0,0,0,1,0,0,0,1,0,1,0
Large REAL 1 bedroom Condo Midtown East Manhattan,Manhattan,4.92,28158,25,4.9,5.0,5.0,4.8,5.0,5.0,2.0,0,0,0,0,0,0,1,0,1,0
The Dale II,Manhattan,5.0,13688,9,5.0,4.8,4.9,4.4,5.0,4.9,2.0,1,1,0,0,0,1,1,0,1,0
1 Bedroom Apt in Lovely Upper West Side Townhouse,Manhattan,5.0,13894,3,4.7,5.0,4.7,4.7,5.0,5.0,2.0,1,1,0,0,0,0,1,1,1,0
Spacious Room Upper West Side,Manhattan,4.85,15437,75,4.8,4.8,4.9,4.8,4.9,4.9,3.0,0,1,1,0,0,0,1,0,1,0
NEW! 2-BR Apartment with Tub,Manhattan,4.43,14923,7,4.7,4.3,4.3,4.1,4.4,4.9,3.0,0,1,1,0,0,1,1,0,0,0
2BR fully furnished in the UES - minimum 30 days,Manhattan,4.56,20507,9,5.0,4.6,4.9,4.3,4.7,4.7,4.0,1,1,1,0,0,0,1,1,0,0
Gorgeous 1 bedroom! Private garden! Off the Park!,Manhattan,5.0,19423,5,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1,1,0,0,0,1,1,0,1,0
UES Studio next to Mount Sinai & Cornell Hospitals,Manhattan,4.8,11941,5,5.0,4.6,5.0,5.0,4.6,5.0,3.0,1,1,0,0,0,1,1,1,0,0
White 2 Bedroom 2 Bath Near Times Square West Side,Manhattan,4.75,32933,4,4.8,5.0,4.8,4.8,4.8,4.8,4.0,0,1,0,0,0,0,1,1,0,0
Spa Ha apartment,Manhattan,5.0,13894,6,5.0,5.0,5.0,5.0,5.0,5.0,2.0,0,1,1,0,0,0,1,0,1,0
"UES area ,Luxury modern quiet private Apt",Manhattan,4.71,19767,126,4.6,4.8,4.8,4.5,4.8,4.7,3.0,0,1,1,0,0,0,1,0,0,0
Brand New Apt off Lexington Ave Best Location,Manhattan,4.77,16364,22,4.9,4.5,4.8,4.5,4.7,5.0,2.0,1,1,1,0,0,0,1,0,1,0
